Title,Artist,Genres,Year,Album,Popularity,Mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav","rap, pop, progressive house, dance pop, electro house, pop dance, funktronica, house, uk dance, r&b, edm",2017,The Weekend (Funk Wav Remix),72,Happy,0.775,0.573,11,-4.933,1,0.0585,0.495,0,0.126,0.667,101.925,audio_features,0P6AWOA4LG1XOctzaVu5tt,spotify:track:0P6AWOA4LG1XOctzaVu5tt,https://api.spotify.com/v1/tracks/0P6AWOA4LG1XOctzaVu5tt,https://api.spotify.com/v1/audio-analysis/0P6AWOA4LG1XOctzaVu5tt,171806,4
The Spins,"Mac Miller, Empire Of The Sun","neo-synthpop, rap, australian electropop, australian dance, pittsburgh rap, hip hop, indietronica, dance rock",2010,K.I.D.S. (Deluxe),84,Happy,0.794,0.766,9,-3.894,0,0.0377,0.0135,0,0.0785,0.55,127.006,audio_features,7FAFkQQZFeNwOFzTrSDFIh,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,https://api.spotify.com/v1/tracks/7FAFkQQZFeNwOFzTrSDFIh,https://api.spotify.com/v1/audio-analysis/7FAFkQQZFeNwOFzTrSDFIh,195873,4
Hell N Back (feat. Summer Walker),"Bakar, Summer Walker","r&b, rap, uk alternative hip hop",2023,Hell N Back (feat. Summer Walker),82,Happy,0.64,0.673,5,-4.519,0,0.563,0.288,2.15E-06,0.113,0.736,209.942,audio_features,0ZDwhNFZnPx9EIPCcwGUHC,spotify:track:0ZDwhNFZnPx9EIPCcwGUHC,https://api.spotify.com/v1/tracks/0ZDwhNFZnPx9EIPCcwGUHC,https://api.spotify.com/v1/audio-analysis/0ZDwhNFZnPx9EIPCcwGUHC,195147,4
Come and Get Your Love - Single Version,Redbone,"native american contemporary, native american traditional",1973,Come and Get Your Love,81,Happy,0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,audio_features,7GVUmCP00eSsqc4tzj1sDD,spotify:track:7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/tracks/7GVUmCP00eSsqc4tzj1sDD,https://api.spotify.com/v1/audio-analysis/7GVUmCP00eSsqc4tzj1sDD,205933,4
Back On 74,Jungle,"uk contemporary r&b, indie soul",2023,Volcano,86,Happy,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,audio_features,19kHhX6f6EfLU7rcO3RqjO,spotify:track:19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,209483,4
A Bar Song (Tipsy),Shaboozey,pop rap,2024,A Bar Song (Tipsy),93,Happy,0.722,0.709,9,-4.95,1,0.0273,0.0633,0,0.0804,0.604,81.012,audio_features,2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,171292,4
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav","rap, progressive house, dance pop, electro house, pop dance, trap, hip hop, funktronica, house, pop rap, uk dance, edm, southern hip hop, r&b, detroit hip hop, pop",2017,Funk Wav Bounces Vol.1,75,Happy,0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,spotify:track:5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,223413,4
Toro,Remi Wolf,"modern alternative pop, indie pop",2024,Toro / Alone in Miami,29,Happy,0.676,0.681,1,-4.444,1,0.064,0.0161,2.34E-06,0.0671,0.944,108.888,audio_features,62QValXcWLH5RSnZRFeKKl,spotify:track:62QValXcWLH5RSnZRFeKKl,https://api.spotify.com/v1/tracks/62QValXcWLH5RSnZRFeKKl,https://api.spotify.com/v1/audio-analysis/62QValXcWLH5RSnZRFeKKl,175667,4
End Of An Era,Dua Lipa,"uk pop, dance pop, pop",2024,Radical Optimism,78,Happy,0.661,0.818,0,-5.814,1,0.0557,0.116,0,0.166,0.772,117.045,audio_features,1YrY0vjHWp672gt0crtj5A,spotify:track:1YrY0vjHWp672gt0crtj5A,https://api.spotify.com/v1/tracks/1YrY0vjHWp672gt0crtj5A,https://api.spotify.com/v1/audio-analysis/1YrY0vjHWp672gt0crtj5A,196219,4
Pink + White,Frank Ocean,"neo soul, lgbtq+ hip hop",2016,Blonde,89,Happy,0.545,0.545,9,-7.362,1,0.107,0.667,5.48E-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
Espresso,Sabrina Carpenter,pop,2024,Espresso,98,Happy,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54E-05,0.185,0.69,103.969,audio_features,2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,175459,4
Love from the Other Side,L'Impératrice,"french indietronica, french synthpop, french indie pop",2024,Love from the Other Side,60,Happy,0.81,0.481,9,-8.914,0,0.0342,0.492,0.0696,0.124,0.561,114.995,audio_features,49uLH3xvQLd4I4pCQacGH8,spotify:track:49uLH3xvQLd4I4pCQacGH8,https://api.spotify.com/v1/tracks/49uLH3xvQLd4I4pCQacGH8,https://api.spotify.com/v1/audio-analysis/49uLH3xvQLd4I4pCQacGH8,249406,4
What You Won't Do for Love,Bobby Caldwell,yacht rock,1978,What You Won't Do for Love,77,Happy,0.642,0.396,6,-16.843,1,0.0642,0.462,0.000823,0.106,0.797,84.082,audio_features,6Dk5fHTvH897XrVzCO64Mx,spotify:track:6Dk5fHTvH897XrVzCO64Mx,https://api.spotify.com/v1/tracks/6Dk5fHTvH897XrVzCO64Mx,https://api.spotify.com/v1/audio-analysis/6Dk5fHTvH897XrVzCO64Mx,286493,4
Something About You,"Eyedress, Dent May","indie fuzzpop, noise pop, mississippi indie, pov: indie",2021,Mulholland Drive,83,Happy,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417,audio_features,6RiiSy9GzSwiyDEJDiMuKe,spotify:track:6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/tracks/6RiiSy9GzSwiyDEJDiMuKe,https://api.spotify.com/v1/audio-analysis/6RiiSy9GzSwiyDEJDiMuKe,153313,4
Good Days,SZA,"r&b, rap, pop",2020,Good Days,80,Happy,0.436,0.655,1,-8.37,0,0.0583,0.499,8.10E-06,0.688,0.412,121.002,audio_features,3YJJjQPAbDT7mGpX3WtQ9A,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/tracks/3YJJjQPAbDT7mGpX3WtQ9A,https://api.spotify.com/v1/audio-analysis/3YJJjQPAbDT7mGpX3WtQ9A,279204,4
Upside Down,Jack Johnson,neo mellow,2006,Upside Down,78,Happy,0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,audio_features,0aJrYfARfCKzv6gXjhs4SZ,spotify:track:0aJrYfARfCKzv6gXjhs4SZ,https://api.spotify.com/v1/tracks/0aJrYfARfCKzv6gXjhs4SZ,https://api.spotify.com/v1/audio-analysis/0aJrYfARfCKzv6gXjhs4SZ,209547,4
Potential,Lauv,pop,2024,Potential,72,Happy,0.597,0.648,1,-4.967,1,0.0418,0.014,0,0.064,0.0878,81.982,audio_features,7D7oIpsm4trbxthAU7JMtB,spotify:track:7D7oIpsm4trbxthAU7JMtB,https://api.spotify.com/v1/tracks/7D7oIpsm4trbxthAU7JMtB,https://api.spotify.com/v1/audio-analysis/7D7oIpsm4trbxthAU7JMtB,177663,4
Throw Some Ass,Sofi Tukker,edm,2024,Throw Some Ass,65,Happy,0.823,0.664,3,-4.678,0,0.0579,0.0429,0.00162,0.0489,0.575,131.023,audio_features,5YO44oPkpH4zeinnihUpIR,spotify:track:5YO44oPkpH4zeinnihUpIR,https://api.spotify.com/v1/tracks/5YO44oPkpH4zeinnihUpIR,https://api.spotify.com/v1/audio-analysis/5YO44oPkpH4zeinnihUpIR,182424,4
Technicolor Dream,My Friend Catie,,2024,Technicolor Dream,40,Happy,0.702,0.656,2,-9.272,1,0.0304,0.21,0.117,0.145,0.697,104.016,audio_features,4Mn0mNcjY2GpycbCChNLej,spotify:track:4Mn0mNcjY2GpycbCChNLej,https://api.spotify.com/v1/tracks/4Mn0mNcjY2GpycbCChNLej,https://api.spotify.com/v1/audio-analysis/4Mn0mNcjY2GpycbCChNLej,250086,4
Love Me JeJe,Tems,"alte, nigerian pop, afro r&b, afrobeats",2024,Love Me JeJe,77,Happy,0.838,0.537,11,-10.28,1,0.119,0.156,0.446,0.107,0.56,103.95,audio_features,47hsUYxvbTlBAN3sP9dEOd,spotify:track:47hsUYxvbTlBAN3sP9dEOd,https://api.spotify.com/v1/tracks/47hsUYxvbTlBAN3sP9dEOd,https://api.spotify.com/v1/audio-analysis/47hsUYxvbTlBAN3sP9dEOd,178042,4
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos, Funk Wav","neo soul, rap, progressive house, dance pop, atl hip hop, electro house, pop dance, funktronica, hip hop, house, lgbtq+ hip hop, uk dance, edm, pop rap, trap, pop",2017,Funk Wav Bounces Vol.1,76,Happy,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,audio_features,7tr2za8SQg2CI8EDgrdtNl,spotify:track:7tr2za8SQg2CI8EDgrdtNl,https://api.spotify.com/v1/tracks/7tr2za8SQg2CI8EDgrdtNl,https://api.spotify.com/v1/audio-analysis/7tr2za8SQg2CI8EDgrdtNl,230813,4
After Hours,Kehlani,"r&b, rap, pop",2024,After Hours,78,Happy,0.729,0.777,1,-3.991,1,0.0431,0.069,0.00162,0.112,0.744,121.016,audio_features,2x03XLsTZ0o86h0cfHrkKF,spotify:track:2x03XLsTZ0o86h0cfHrkKF,https://api.spotify.com/v1/tracks/2x03XLsTZ0o86h0cfHrkKF,https://api.spotify.com/v1/audio-analysis/2x03XLsTZ0o86h0cfHrkKF,202414,4
Lately I,Peach Tree Rascals,pov: indie,2024,Lately I,54,Happy,0.532,0.737,2,-5.442,1,0.0562,0.109,1.72E-06,0.296,0.776,168.097,audio_features,3rrvixhmAZlqWYIIxHp9qw,spotify:track:3rrvixhmAZlqWYIIxHp9qw,https://api.spotify.com/v1/tracks/3rrvixhmAZlqWYIIxHp9qw,https://api.spotify.com/v1/audio-analysis/3rrvixhmAZlqWYIIxHp9qw,187162,4
YA YA,Beyoncé,"r&b, pop",2024,COWBOY CARTER,80,Happy,0.617,0.904,11,-5.371,1,0.341,0.317,0,0.507,0.764,151.926,audio_features,0K9tfzrxJyCQIf7oAlPwaK,spotify:track:0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/tracks/0K9tfzrxJyCQIf7oAlPwaK,https://api.spotify.com/v1/audio-analysis/0K9tfzrxJyCQIf7oAlPwaK,274766,4
Three Little Birds,Bob Marley & The Wailers,"reggae, roots reggae",2002,Legend - The Best Of Bob Marley And The Wailers,72,Happy,0.825,0.494,9,-10.486,1,0.0699,0.00956,5.82E-06,0.0361,0.627,74.103,audio_features,7vggqxNKwd6xdRoYS0pQtM,spotify:track:7vggqxNKwd6xdRoYS0pQtM,https://api.spotify.com/v1/tracks/7vggqxNKwd6xdRoYS0pQtM,https://api.spotify.com/v1/audio-analysis/7vggqxNKwd6xdRoYS0pQtM,180440,4
No Fear,DeJ Loaf,"trap, r&b, trap queen, detroit hip hop",2017,No Fear,80,Happy,0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,audio_features,2H881m3JRA8lpuuwaQL6zy,spotify:track:2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/tracks/2H881m3JRA8lpuuwaQL6zy,https://api.spotify.com/v1/audio-analysis/2H881m3JRA8lpuuwaQL6zy,169853,4
Keep It Up,Good Neighbours,,2024,Keep It Up,68,Happy,0.523,0.912,8,-3.867,1,0.0775,0.0517,1.45E-06,0.102,0.392,88.829,audio_features,3B7cm8w1IAfOfgQHFvAsft,spotify:track:3B7cm8w1IAfOfgQHFvAsft,https://api.spotify.com/v1/tracks/3B7cm8w1IAfOfgQHFvAsft,https://api.spotify.com/v1/audio-analysis/3B7cm8w1IAfOfgQHFvAsft,156524,4
Jump,"Tyla, Gunna, Skillibeng","rap, melodic rap, atl hip hop, dancehall, trinibad, jamaican dancehall, traphall, trap",2024,Jump,80,Happy,0.79,0.716,10,-3.446,0,0.0929,0.0297,1.87E-05,0.213,0.627,100.104,audio_features,0ve0CavjqrUqVmZ605RhTV,spotify:track:0ve0CavjqrUqVmZ605RhTV,https://api.spotify.com/v1/tracks/0ve0CavjqrUqVmZ605RhTV,https://api.spotify.com/v1/audio-analysis/0ve0CavjqrUqVmZ605RhTV,147071,4
Honey Boy (feat. Nile Rodgers & Shenseea),"Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea","swedish pop, deep house, dancehall, dancehall queen, house, disco",2024,Honey Boy (feat. Nile Rodgers & Shenseea),71,Happy,0.724,0.8,5,-5.468,0,0.0541,0.0103,9.38E-05,0.0823,0.925,119.984,audio_features,1NpIUD4KqHaMT91kw0YV40,spotify:track:1NpIUD4KqHaMT91kw0YV40,https://api.spotify.com/v1/tracks/1NpIUD4KqHaMT91kw0YV40,https://api.spotify.com/v1/audio-analysis/1NpIUD4KqHaMT91kw0YV40,227283,4
Calling After Me,Wallows,pov: indie,2024,Calling After Me,75,Happy,0.636,0.797,8,-4.644,1,0.0296,0.00598,4.26E-06,0.114,0.965,139.963,audio_features,2WGcpz55A2vrvh6foEGCNL,spotify:track:2WGcpz55A2vrvh6foEGCNL,https://api.spotify.com/v1/tracks/2WGcpz55A2vrvh6foEGCNL,https://api.spotify.com/v1/audio-analysis/2WGcpz55A2vrvh6foEGCNL,187693,4
BODYGUARD,Beyoncé,"r&b, pop",2024,COWBOY CARTER,83,Happy,0.726,0.779,4,-5.432,0,0.0551,0.0137,0.000235,0.365,0.539,119.031,audio_features,6Y4rniIxibegzsg8cdWAWV,spotify:track:6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/tracks/6Y4rniIxibegzsg8cdWAWV,https://api.spotify.com/v1/audio-analysis/6Y4rniIxibegzsg8cdWAWV,240254,4
Living In A Haze - feat. The Beaches,"Milky Chance, The Beaches","modern rock, canadian indie rock, german pop, toronto indie",2024,Living In A Haze (feat. The Beaches),66,Happy,0.662,0.772,1,-4.79,1,0.0471,0.317,0,0.114,0.417,129.895,audio_features,5QPRZdajTSKbdUERR8zvWB,spotify:track:5QPRZdajTSKbdUERR8zvWB,https://api.spotify.com/v1/tracks/5QPRZdajTSKbdUERR8zvWB,https://api.spotify.com/v1/audio-analysis/5QPRZdajTSKbdUERR8zvWB,173371,4
clouds,JVKE,"singer-songwriter pop, modern indie pop, pov: indie",2024,clouds,72,Happy,0.641,0.905,11,-3.694,1,0.0334,0.435,0.0491,0.185,0.875,94.874,audio_features,1Gp3vNi64EY7sEStAZ51en,spotify:track:1Gp3vNi64EY7sEStAZ51en,https://api.spotify.com/v1/tracks/1Gp3vNi64EY7sEStAZ51en,https://api.spotify.com/v1/audio-analysis/1Gp3vNi64EY7sEStAZ51en,162615,4
Shotput,Still Woozy,"bedroom pop, oakland indie, pov: indie",2024,Shotput,71,Happy,0.712,0.662,6,-4.777,0,0.059,0.318,0.000686,0.17,0.903,100.881,audio_features,6RmWk7p9QY8VMGHdgq4Ulh,spotify:track:6RmWk7p9QY8VMGHdgq4Ulh,https://api.spotify.com/v1/tracks/6RmWk7p9QY8VMGHdgq4Ulh,https://api.spotify.com/v1/audio-analysis/6RmWk7p9QY8VMGHdgq4Ulh,170698,4
Comin’ Around Again,Amber Mark,"alternative r&b, nyc pop, indie soul",2024,Comin’ Around Again,62,Happy,0.697,0.443,6,-7.227,1,0.0419,0.00784,0.0237,0.0779,0.807,76.995,audio_features,6If1Aw9BpAtmnP1GByGjfr,spotify:track:6If1Aw9BpAtmnP1GByGjfr,https://api.spotify.com/v1/tracks/6If1Aw9BpAtmnP1GByGjfr,https://api.spotify.com/v1/audio-analysis/6If1Aw9BpAtmnP1GByGjfr,186901,3
End of Beginning,Djo,"psychedelic pop, pov: indie",2022,DECIDE,98,Happy,0.689,0.454,2,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159.982,audio_features,3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,159246,4
HERicane,Lucky Daye,"alternative r&b, r&b",2024,HERicane,66,Happy,0.739,0.686,7,-6.317,0,0.0479,0.244,0.00145,0.0963,0.743,95,audio_features,64fITmtln0OJqcxPf09vnY,spotify:track:64fITmtln0OJqcxPf09vnY,https://api.spotify.com/v1/tracks/64fITmtln0OJqcxPf09vnY,https://api.spotify.com/v1/audio-analysis/64fITmtln0OJqcxPf09vnY,227368,4
Lovely Day - Studio Rio Version,"Bill Withers, Studio Rio","soul, quiet storm, classic soul, funk",2014,Studio Rio Presents: The Brazil Connection,58,Happy,0.686,0.833,9,-5.449,1,0.0403,0.12,0.105,0.0894,0.897,97.671,audio_features,4mH5oNojEmOswUGgCizDeb,spotify:track:4mH5oNojEmOswUGgCizDeb,https://api.spotify.com/v1/tracks/4mH5oNojEmOswUGgCizDeb,https://api.spotify.com/v1/audio-analysis/4mH5oNojEmOswUGgCizDeb,237933,4
Intergalactic Janet,Ley Soul,,2023,Intergalactic Janet,68,Happy,0.766,0.475,10,-10.639,0,0.0342,0.48,0.00159,0.113,0.853,139.97,audio_features,7zgEoBci3rKmEkLdsZ8ZKJ,spotify:track:7zgEoBci3rKmEkLdsZ8ZKJ,https://api.spotify.com/v1/tracks/7zgEoBci3rKmEkLdsZ8ZKJ,https://api.spotify.com/v1/audio-analysis/7zgEoBci3rKmEkLdsZ8ZKJ,160440,4
I Love To Dance,Isaac Dunbar,"alt z, modern indie pop",2024,Beep Beep Repeat,53,Happy,0.714,0.793,1,-4.169,1,0.0418,0.032,0.000698,0.0887,0.922,89.992,audio_features,3IbT4cFEQYLz1P9MFnRmYu,spotify:track:3IbT4cFEQYLz1P9MFnRmYu,https://api.spotify.com/v1/tracks/3IbT4cFEQYLz1P9MFnRmYu,https://api.spotify.com/v1/audio-analysis/3IbT4cFEQYLz1P9MFnRmYu,119400,4
Doin' Time,Lana Del Rey,"art pop, pop",2019,Doin' Time,56,Happy,0.622,0.693,7,-5.812,0,0.0434,0.342,0.000708,0.0876,0.446,144.936,audio_features,6ECwimRuwOxwQv5VXoN5Mt,spotify:track:6ECwimRuwOxwQv5VXoN5Mt,https://api.spotify.com/v1/tracks/6ECwimRuwOxwQv5VXoN5Mt,https://api.spotify.com/v1/audio-analysis/6ECwimRuwOxwQv5VXoN5Mt,201997,4
Capricorn,Vampire Weekend,"modern rock, indie rock, indietronica, baroque pop, garage rock, chamber pop",2024,Only God Was Above Us,67,Happy,0.566,0.641,7,-4.085,1,0.0303,0.142,0.000743,0.0929,0.558,139.942,audio_features,4oAGV7IADPWfkpk6aGQqZt,spotify:track:4oAGV7IADPWfkpk6aGQqZt,https://api.spotify.com/v1/tracks/4oAGV7IADPWfkpk6aGQqZt,https://api.spotify.com/v1/audio-analysis/4oAGV7IADPWfkpk6aGQqZt,249560,4
Can't Take My Eyes off You,Frankie Valli,"rock-and-roll, bubblegum pop, adult standards, lounge",2003,The Very Best of Frankie Valli & The 4 Seasons,70,Happy,0.575,0.764,4,-7.448,1,0.0746,0.566,1.07E-05,0.0692,0.536,123.821,audio_features,6ft9PAgNOjmZ2kFVP7LGqb,spotify:track:6ft9PAgNOjmZ2kFVP7LGqb,https://api.spotify.com/v1/tracks/6ft9PAgNOjmZ2kFVP7LGqb,https://api.spotify.com/v1/audio-analysis/6ft9PAgNOjmZ2kFVP7LGqb,203240,4
Worth It.,RAYE,"uk pop, uk contemporary r&b",2023,My 21st Century Blues,77,Happy,0.736,0.483,8,-7.85,1,0.0682,0.505,1.39E-05,0.351,0.606,109.932,audio_features,7JgNAnCjJvL8hBR1kmCOFF,spotify:track:7JgNAnCjJvL8hBR1kmCOFF,https://api.spotify.com/v1/tracks/7JgNAnCjJvL8hBR1kmCOFF,https://api.spotify.com/v1/audio-analysis/7JgNAnCjJvL8hBR1kmCOFF,246813,4
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee","rap, dfw rap, melodic rap, trap, pop",2018,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),82,Happy,0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
Good Life,Ryan Mack,"irish pop, singer-songwriter pop",2024,Good Life,54,Happy,0.808,0.773,5,-5.097,1,0.0343,0.493,0,0.06,0.908,95.993,audio_features,3FeyEh29dmM6pAtR90GJC7,spotify:track:3FeyEh29dmM6pAtR90GJC7,https://api.spotify.com/v1/tracks/3FeyEh29dmM6pAtR90GJC7,https://api.spotify.com/v1/audio-analysis/3FeyEh29dmM6pAtR90GJC7,173749,4
Praise Jah In The Moonlight,YG Marley,,2023,Praise Jah In The Moonlight,89,Happy,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31E-05,0.524,0.418,125.023,audio_features,3h5TiWTqGxjSjFrbruPFH9,spotify:track:3h5TiWTqGxjSjFrbruPFH9,https://api.spotify.com/v1/tracks/3h5TiWTqGxjSjFrbruPFH9,https://api.spotify.com/v1/audio-analysis/3h5TiWTqGxjSjFrbruPFH9,263040,4
We Are The People,Empire Of The Sun,"neo-synthpop, australian electropop, australian dance, indietronica, dance rock",2008,Walking On A Dream (10th Anniversary Edition),80,Happy,0.675,0.781,4,-5.404,0,0.0306,0.0801,0.0143,0.422,0.534,122.989,audio_features,3zEN0ii6s4DHHBpnTp3RP7,spotify:track:3zEN0ii6s4DHHBpnTp3RP7,https://api.spotify.com/v1/tracks/3zEN0ii6s4DHHBpnTp3RP7,https://api.spotify.com/v1/audio-analysis/3zEN0ii6s4DHHBpnTp3RP7,267373,4
Beautiful People (Stay High),The Black Keys,"alternative rock, blues rock, modern blues rock, rock, modern rock, indie rock, indietronica, punk blues, garage rock, roots rock",2024,Beautiful People (Stay High),61,Happy,0.589,0.852,7,-2.075,1,0.0472,0.194,0.00215,0.257,0.611,94.975,audio_features,2lRBYUc9UNOMoeFaKxa6lh,spotify:track:2lRBYUc9UNOMoeFaKxa6lh,https://api.spotify.com/v1/tracks/2lRBYUc9UNOMoeFaKxa6lh,https://api.spotify.com/v1/audio-analysis/2lRBYUc9UNOMoeFaKxa6lh,167312,4
Run Your Mouth,The Marías,"bedroom pop, la indie",2024,Run Your Mouth,73,Happy,0.782,0.652,7,-6.787,1,0.0376,0.244,0.0364,0.21,0.927,111.021,audio_features,7lw4J2RfcPs2hEJgPY44lC,spotify:track:7lw4J2RfcPs2hEJgPY44lC,https://api.spotify.com/v1/tracks/7lw4J2RfcPs2hEJgPY44lC,https://api.spotify.com/v1/audio-analysis/7lw4J2RfcPs2hEJgPY44lC,160000,4
sun and moon,anees,,2023,summer camp,71,Happy,0.815,0.442,6,-7.462,0,0.107,0.457,0,0.101,0.706,90.019,audio_features,7m4BsKrYkOFy3VNmAMu5bO,spotify:track:7m4BsKrYkOFy3VNmAMu5bO,https://api.spotify.com/v1/tracks/7m4BsKrYkOFy3VNmAMu5bO,https://api.spotify.com/v1/audio-analysis/7m4BsKrYkOFy3VNmAMu5bO,151508,4
American Love,Qing Madi,"afrobeats, viral afropop",2023,Qing Madi,69,Happy,0.415,0.786,0,-5.604,0,0.172,0.379,0,0.153,0.458,192.408,audio_features,5c1rWQAa8GX8LgCC9h3d1N,spotify:track:5c1rWQAa8GX8LgCC9h3d1N,https://api.spotify.com/v1/tracks/5c1rWQAa8GX8LgCC9h3d1N,https://api.spotify.com/v1/audio-analysis/5c1rWQAa8GX8LgCC9h3d1N,189016,4
Mexico,"Goth Babe, Surfaces","indie rock, bedroom soul, pov: indie",2024,Mexico,65,Happy,0.752,0.649,6,-6.356,1,0.038,0.259,0.00833,0.541,0.962,117.983,audio_features,5e9f2mQ8DYtZa9UcrZZRNt,spotify:track:5e9f2mQ8DYtZa9UcrZZRNt,https://api.spotify.com/v1/tracks/5e9f2mQ8DYtZa9UcrZZRNt,https://api.spotify.com/v1/audio-analysis/5e9f2mQ8DYtZa9UcrZZRNt,176632,4
It Was A Good Day,Ice Cube,"g funk, rap, conscious hip hop, west coast rap, hip hop, gangster rap",1992,The Predator,81,Happy,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,audio_features,2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,260000,4
Saturn,SZA,"r&b, rap, pop",2024,Saturn,93,Happy,0.411,0.619,1,-6.834,1,0.0368,0.62,0,0.11,0.337,177.937,audio_features,1bjeWoagtHmUKputLVyDxQ,spotify:track:1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/tracks/1bjeWoagtHmUKputLVyDxQ,https://api.spotify.com/v1/audio-analysis/1bjeWoagtHmUKputLVyDxQ,186192,4
Feel It - From The Original Series “Invincible”,d4vd,bedroom pop,2024,Feel It (From The Original Series “Invincible”),88,Happy,0.565,0.593,8,-5.864,1,0.0883,0.0288,0,0.215,0.429,120.509,audio_features,3SAga35lAPYdjj3qyfEsCF,spotify:track:3SAga35lAPYdjj3qyfEsCF,https://api.spotify.com/v1/tracks/3SAga35lAPYdjj3qyfEsCF,https://api.spotify.com/v1/audio-analysis/3SAga35lAPYdjj3qyfEsCF,157974,4
Lil Boo Thang,Paul Russell,indie r&b,2023,Lil Boo Thang,83,Happy,0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,audio_features,0cVyQfDyRnMJ0V3rjjdlU3,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/tracks/0cVyQfDyRnMJ0V3rjjdlU3,https://api.spotify.com/v1/audio-analysis/0cVyQfDyRnMJ0V3rjjdlU3,114234,4
