Title,Artist,Genres,Year,Album,Popularity,Mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Fly Away,Tones And I,australian pop,2021,Welcome To The Madhouse,71,Happy,0.806,0.513,4,-6.208,1,0.0685,0.217,0,0.217,0.503,124.988,audio_features,2zBDKzqa6sdxeI0fC6OWIC,spotify:track:2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/tracks/2zBDKzqa6sdxeI0fC6OWIC,https://api.spotify.com/v1/audio-analysis/2zBDKzqa6sdxeI0fC6OWIC,178157,4
Never Gonna Not Dance Again,P!nk,"dance pop, pop",2022,Never Gonna Not Dance Again,69,Happy,0.668,0.802,5,-4.005,0,0.0917,0.0273,0,0.163,0.769,113.796,audio_features,6sZo5nJIsFWXefRCCexpx0,spotify:track:6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/tracks/6sZo5nJIsFWXefRCCexpx0,https://api.spotify.com/v1/audio-analysis/6sZo5nJIsFWXefRCCexpx0,225789,4
If We Ever Broke Up,Mae Stephens,singer-songwriter pop,2023,If We Ever Broke Up,76,Happy,0.898,0.734,7,-4.028,1,0.0427,0.587,5.18E-06,0.0912,0.94,115.948,audio_features,6maTPqynTmrkWIralgGaoP,spotify:track:6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/tracks/6maTPqynTmrkWIralgGaoP,https://api.spotify.com/v1/audio-analysis/6maTPqynTmrkWIralgGaoP,142759,4
Sunroof,"Nicky Youre, dazy",singer-songwriter pop,2023,Good Times Go,83,Happy,0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,audio_features,5YqEzk3C5c3UZ1D5fJUlXA,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/tracks/5YqEzk3C5c3UZ1D5fJUlXA,https://api.spotify.com/v1/audio-analysis/5YqEzk3C5c3UZ1D5fJUlXA,163026,4
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran","singer-songwriter pop, uk pop, dance pop, pop",2022,Bam Bam (feat. Ed Sheeran),74,Happy,0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4
Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion","rap, trap queen, houston rap, r&b, pop",2021,JORDI (Deluxe),77,Happy,0.713,0.676,10,-5.483,1,0.027,0.0377,0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
Where Are You Now,"Lost Frequencies, Calum Scott","tropical house, pop dance, belgian edm, edm, pop",2021,Where Are You Now,80,Happy,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,audio_features,3uUuGVFu1V7jTQL60S1r8z,spotify:track:3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/tracks/3uUuGVFu1V7jTQL60S1r8z,https://api.spotify.com/v1/audio-analysis/3uUuGVFu1V7jTQL60S1r8z,148197,4
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat","rap, dfw rap, melodic rap, dance pop, pop",2022,Twelve Carat Toothache,81,Happy,0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,audio_features,0O6u0VJ46W86TxN9wgyqDj,spotify:track:0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/tracks/0O6u0VJ46W86TxN9wgyqDj,https://api.spotify.com/v1/audio-analysis/0O6u0VJ46W86TxN9wgyqDj,192841,4
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold","alt z, gen z singer-songwriter",2022,Until I Found You (Em Beihold Version),86,Happy,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3
Make You Mine,PUBLIC,indie rockism,2019,Make You Mine,74,Happy,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4
Green Green Grass,George Ezra,"folk-pop, neo-singer-songwriter",2022,Gold Rush Kid,76,Happy,0.685,0.738,8,-4.413,1,0.0595,0.0695,0,0.128,0.8,112.972,audio_features,4N5s8lPTsjI9EGP7K4SXzB,spotify:track:4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/tracks/4N5s8lPTsjI9EGP7K4SXzB,https://api.spotify.com/v1/audio-analysis/4N5s8lPTsjI9EGP7K4SXzB,167614,4
Numb Little Bug,Em Beihold,"alt z, gen z singer-songwriter",2022,Numb Little Bug,72,Happy,0.742,0.527,8,-6.892,0,0.0769,0.327,0,0.25,0.638,84.974,audio_features,3o9kpgkIcffx0iSwxhuNI2,spotify:track:3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/tracks/3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/audio-analysis/3o9kpgkIcffx0iSwxhuNI2,169238,4
She Looks So Perfect,5 Seconds of Summer,"boy band, pop",2014,5 Seconds Of Summer,72,Happy,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,audio_features,1CQ2cMfrmFM1YdfmjENKVE,spotify:track:1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/tracks/1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/audio-analysis/1CQ2cMfrmFM1YdfmjENKVE,202496,4
Tonight Tonight,Hot Chelle Rae,"neon pop punk, dance rock, post-teen pop",2011,Whatever,69,Happy,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,audio_features,2i0AUcEnsDm3dsqLrFWUCq,spotify:track:2i0AUcEnsDm3dsqLrFWUCq,https://api.spotify.com/v1/tracks/2i0AUcEnsDm3dsqLrFWUCq,https://api.spotify.com/v1/audio-analysis/2i0AUcEnsDm3dsqLrFWUCq,200467,4
Year 3000,Busted,"talent show, boy band",2002,Busted,59,Happy,0.592,0.842,11,-6.681,1,0.0353,0.000219,0,0.0934,0.898,107.015,audio_features,0zjB7ewBWnMgQDMQpFzt92,spotify:track:0zjB7ewBWnMgQDMQpFzt92,https://api.spotify.com/v1/tracks/0zjB7ewBWnMgQDMQpFzt92,https://api.spotify.com/v1/audio-analysis/0zjB7ewBWnMgQDMQpFzt92,196200,4
There She Goes,Sixpence None The Richer,"lilith, pop rock",1997,Sixpence None the Richer,66,Happy,0.498,0.789,10,-5.724,1,0.0319,0.000856,5.83E-06,0.104,0.455,120.176,audio_features,43z6scIZU2QcEieMQFAJRG,spotify:track:43z6scIZU2QcEieMQFAJRG,https://api.spotify.com/v1/tracks/43z6scIZU2QcEieMQFAJRG,https://api.spotify.com/v1/audio-analysis/43z6scIZU2QcEieMQFAJRG,164280,4
All Star,Smash Mouth,"post-grunge, pop rock",1999,Astro Lounge,81,Happy,0.731,0.867,11,-5.881,1,0.032,0.0394,0,0.0861,0.776,104.02,audio_features,3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4
Best Day Of My Life,American Authors,"modern rock, pop rock",2014,"Oh, What A Life",80,Happy,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000227,0.0558,0.536,100.012,audio_features,5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP,194240,4
"Hey, Soul Sister",Train,"neo mellow, dance pop, pop rock, pop",2010,"Save Me, San Francisco (Golden Gate Edition)",86,Happy,0.673,0.886,1,-4.44,0,0.0431,0.185,0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
She Moves In Her Own Way,The Kooks,"brighton indie, rock, garage rock, modern rock",2006,Inside In / Inside Out,72,Happy,0.403,0.803,7,-5.363,1,0.0626,0.239,0,0.103,0.814,153.314,audio_features,5xoUgPXbMNUmoHU0Enwtwq,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,https://api.spotify.com/v1/tracks/5xoUgPXbMNUmoHU0Enwtwq,https://api.spotify.com/v1/audio-analysis/5xoUgPXbMNUmoHU0Enwtwq,169307,4
This Love,Maroon 5,pop,2002,Songs About Jane: 10th Anniversary Edition,84,Happy,0.712,0.862,5,-4.612,0,0.0378,0.0525,0,0.093,0.809,95.051,audio_features,6ECp64rv50XVz93WvxXMGF,spotify:track:6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/tracks/6ECp64rv50XVz93WvxXMGF,https://api.spotify.com/v1/audio-analysis/6ECp64rv50XVz93WvxXMGF,206200,4
Friday I'm In Love,The Cure,"rock, permanent wave, new wave, uk post-punk",1992,Wish,77,Happy,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,audio_features,4QlzkaRHtU8gAdwqjWmO8n,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/tracks/4QlzkaRHtU8gAdwqjWmO8n,https://api.spotify.com/v1/audio-analysis/4QlzkaRHtU8gAdwqjWmO8n,215160,4
So What,P!nk,"dance pop, pop",2008,Funhouse (Expanded Edition),78,Happy,0.534,0.87,11,-3.078,0,0.0425,0.000334,0,0.241,0.462,126.019,audio_features,0JiY190vktuhSGN6aqJdrt,spotify:track:0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/tracks/0JiY190vktuhSGN6aqJdrt,https://api.spotify.com/v1/audio-analysis/0JiY190vktuhSGN6aqJdrt,215160,4
Teenage Dream,Katy Perry,pop,2010,Teenage Dream,67,Happy,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.012,audio_features,235LXPXfi0SmOaS9TaCh3c,spotify:track:235LXPXfi0SmOaS9TaCh3c,https://api.spotify.com/v1/tracks/235LXPXfi0SmOaS9TaCh3c,https://api.spotify.com/v1/audio-analysis/235LXPXfi0SmOaS9TaCh3c,227741,4
Shut Up and Dance,WALK THE MOON,"neo mellow, modern rock, pop rock, modern alternative rock, dance rock",2014,TALKING IS HARD (Expanded Edition),63,Happy,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,0kzw2tRyuL9rzipi5ntlIy,spotify:track:0kzw2tRyuL9rzipi5ntlIy,https://api.spotify.com/v1/tracks/0kzw2tRyuL9rzipi5ntlIy,https://api.spotify.com/v1/audio-analysis/0kzw2tRyuL9rzipi5ntlIy,199080,4
Two Princes,Spin Doctors,"post-grunge, pop rock",1991,Pocket Full Of Kryptonite (Anniversary Edition),70,Happy,0.544,0.905,7,-10.732,1,0.0646,0.00165,1.97E-06,0.0532,0.825,103.594,audio_features,0cuq829zRNq4AEdmDJA4aw,spotify:track:0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/tracks/0cuq829zRNq4AEdmDJA4aw,https://api.spotify.com/v1/audio-analysis/0cuq829zRNq4AEdmDJA4aw,256947,4
Good Life,OneRepublic,"piano rock, pop",2009,Waking Up,74,Happy,0.634,0.69,6,-7.804,1,0.052,0.0771,0,0.132,0.645,94.988,audio_features,6OtCIsQZ64Vs1EbzztvAv4,spotify:track:6OtCIsQZ64Vs1EbzztvAv4,https://api.spotify.com/v1/tracks/6OtCIsQZ64Vs1EbzztvAv4,https://api.spotify.com/v1/audio-analysis/6OtCIsQZ64Vs1EbzztvAv4,253307,4
Geronimo,Sheppard,"australian pop, folk-pop, australian indie",2015,Bombs Away,74,Happy,0.706,0.78,7,-6.267,1,0.0795,0.451,0.00141,0.115,0.451,142.029,audio_features,0qt5f5EL92o8Snzopsv0en,spotify:track:0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/tracks/0qt5f5EL92o8Snzopsv0en,https://api.spotify.com/v1/audio-analysis/0qt5f5EL92o8Snzopsv0en,218228,4
Kiss Me,Sixpence None The Richer,"lilith, pop rock",1997,Sixpence None the Richer,83,Happy,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76E-06,0.0692,0.421,99.982,audio_features,754kgU5rWscRTfvlsuEwFp,spotify:track:754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/audio-analysis/754kgU5rWscRTfvlsuEwFp,208680,4
On Top Of The World,Imagine Dragons,"rock, modern rock, pop",2012,Night Visions,78,Happy,0.63,0.924,0,-5.589,1,0.145,0.0841,3.56E-06,0.084,0.763,100.045,audio_features,213x4gsFDm04hSqIUkg88w,spotify:track:213x4gsFDm04hSqIUkg88w,https://api.spotify.com/v1/tracks/213x4gsFDm04hSqIUkg88w,https://api.spotify.com/v1/audio-analysis/213x4gsFDm04hSqIUkg88w,192280,4
One Foot,WALK THE MOON,"neo mellow, modern rock, pop rock, modern alternative rock, dance rock",2017,What If Nothing,59,Happy,0.582,0.822,0,-4.861,1,0.0365,0.00749,2.09E-06,0.818,0.471,100.025,audio_features,0iQ77tSa7ncj7zBPtVx6cU,spotify:track:0iQ77tSa7ncj7zBPtVx6cU,https://api.spotify.com/v1/tracks/0iQ77tSa7ncj7zBPtVx6cU,https://api.spotify.com/v1/audio-analysis/0iQ77tSa7ncj7zBPtVx6cU,261373,4
Raise Your Glass,P!nk,"dance pop, pop",2010,Raise Your Glass,79,Happy,0.7,0.709,7,-5.006,1,0.0838,0.0048,0,0.029,0.624,122.019,audio_features,1gv4xPanImH17bKZ9rOveR,spotify:track:1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/tracks/1gv4xPanImH17bKZ9rOveR,https://api.spotify.com/v1/audio-analysis/1gv4xPanImH17bKZ9rOveR,202960,4
I Want You,Savage Garden,"dance pop, boy band, pop rock",1997,Savage Garden,61,Happy,0.628,0.871,7,-6.44,1,0.0363,0.0077,1.64E-06,0.392,0.615,106.101,audio_features,3XorCFmcupSm5QS6hA9g4N,spotify:track:3XorCFmcupSm5QS6hA9g4N,https://api.spotify.com/v1/tracks/3XorCFmcupSm5QS6hA9g4N,https://api.spotify.com/v1/audio-analysis/3XorCFmcupSm5QS6hA9g4N,232067,4
Glad You Came,The Wanted,"post-teen pop, dance pop, boy band, pop",2011,Battleground (Deluxe Edition),78,Happy,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,audio_features,5yDL13y5giogKs2fSNf7sj,spotify:track:5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/tracks/5yDL13y5giogKs2fSNf7sj,https://api.spotify.com/v1/audio-analysis/5yDL13y5giogKs2fSNf7sj,197936,4
Drive By,Train,"neo mellow, dance pop, pop rock, pop",2012,California 37,81,Happy,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06E-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973,4
ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco","modern rock, pop",2019,Lover,77,Happy,0.61,0.83,0,-4.105,1,0.0571,0.033,0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000,4
"Honey, I'm Good.",Andy Grammer,"neo mellow, viral pop, post-teen pop",2015,Magazines Or Novels,71,Happy,0.754,0.802,9,-6.424,1,0.0551,0.0349,0,0.335,0.583,122.026,audio_features,4Tt6GiWS2V9sQjZjS2xjp2,spotify:track:4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/tracks/4Tt6GiWS2V9sQjZjS2xjp2,https://api.spotify.com/v1/audio-analysis/4Tt6GiWS2V9sQjZjS2xjp2,199263,4
Viva La Vida,Coldplay,"permanent wave, pop",2008,Viva La Vida or Death and All His Friends,86,Happy,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
Without You,Parachute,"neo mellow, viral pop, acoustic pop, pop rock, charlottesville indie, neon pop punk",2016,Wide Awake,49,Happy,0.564,0.864,4,-5.121,1,0.0341,0.0761,0,0.182,0.534,95.984,audio_features,6R6ux6KaKrhAg2EIB2krdU,spotify:track:6R6ux6KaKrhAg2EIB2krdU,https://api.spotify.com/v1/tracks/6R6ux6KaKrhAg2EIB2krdU,https://api.spotify.com/v1/audio-analysis/6R6ux6KaKrhAg2EIB2krdU,228933,4
Best Song Ever,One Direction,"post-teen pop, talent show, boy band, pop",2013,Midnight Memories (Deluxe),76,Happy,0.652,0.877,1,-2.986,1,0.0465,0.0227,0,0.0789,0.486,118.491,audio_features,5T7ZFtCcOgkpjxcuaeZbw0,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/tracks/5T7ZFtCcOgkpjxcuaeZbw0,https://api.spotify.com/v1/audio-analysis/5T7ZFtCcOgkpjxcuaeZbw0,200107,4
"I'll Be There for You (Theme from ""Friends')",The Rembrandts,pop rock,1995,I'll Be There For You (Theme From FRIENDS) / Snippets: Don't Hide Your Love / End Of The Beginning / Lovin' Me Insane / Drowning In Your Tears / This House Is Not A Home / What Will It Take [Digital 45],53,Happy,0.258,0.919,9,-6.927,1,0.0809,0.065,0,0.279,0.636,93.62,audio_features,1lfjTOtTRUDkzcmahA4lcs,spotify:track:1lfjTOtTRUDkzcmahA4lcs,https://api.spotify.com/v1/tracks/1lfjTOtTRUDkzcmahA4lcs,https://api.spotify.com/v1/audio-analysis/1lfjTOtTRUDkzcmahA4lcs,187293,4
MMMBop,Hanson,boy band,1997,Middle Of Nowhere,68,Happy,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.879,audio_features,0lnxrQAd9ZxbhBBe7d8FO8,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/tracks/0lnxrQAd9ZxbhBBe7d8FO8,https://api.spotify.com/v1/audio-analysis/0lnxrQAd9ZxbhBBe7d8FO8,268653,4
Summer Paradise (feat. Sean Paul) - Single Version,"Simple Plan, Sean Paul","canadian punk, modern rock, pop punk, dance pop, pop rock, dancehall, canadian rock, pop rap, neon pop punk, canadian pop punk, pop",2012,Summer Paradise,57,Happy,0.421,0.822,2,-4.415,1,0.0542,0.0132,0,0.092,0.751,171.935,audio_features,03ZW7ctBFti8Odwn2hGZr9,spotify:track:03ZW7ctBFti8Odwn2hGZr9,https://api.spotify.com/v1/tracks/03ZW7ctBFti8Odwn2hGZr9,https://api.spotify.com/v1/audio-analysis/03ZW7ctBFti8Odwn2hGZr9,234787,4
Good Old Days (feat. Kesha),"Macklemore, Kesha","pop, dance pop, pop rap, seattle hip hop",2017,GEMINI,72,Happy,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46E-05,0.112,0.268,122.964,audio_features,2Za1AlJNvksouPPWbXpR2X,spotify:track:2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/tracks/2Za1AlJNvksouPPWbXpR2X,https://api.spotify.com/v1/audio-analysis/2Za1AlJNvksouPPWbXpR2X,240507,4
Troublemaker (feat. Flo Rida),"Olly Murs, Flo Rida","talent show, miami hip hop, uk pop, dance pop, pop rap, pop",2012,Right Place Right Time (Expanded Edition),77,Happy,0.762,0.863,0,-3.689,0,0.0561,0.015,0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587,4
Boom Clap,Charli XCX,"uk pop, art pop, candy pop, metropopolis, pop",2015,SUCKER,59,Happy,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,audio_features,094RugjgLW6CdPLOJctBZ3,spotify:track:094RugjgLW6CdPLOJctBZ3,https://api.spotify.com/v1/tracks/094RugjgLW6CdPLOJctBZ3,https://api.spotify.com/v1/audio-analysis/094RugjgLW6CdPLOJctBZ3,169866,4
Classic,MKTO,"post-teen pop, pop",2012,MKTO,83,Happy,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,audio_features,6FE2iI43OZnszFLuLtvvmg,spotify:track:6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/tracks/6FE2iI43OZnszFLuLtvvmg,https://api.spotify.com/v1/audio-analysis/6FE2iI43OZnszFLuLtvvmg,175427,4
Riptide,Vance Joy,"folk-pop, modern rock",2014,Dream Your Life Away,85,Happy,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/audio-analysis/7yq4Qj7cqayVTp3FF9CWbm,204280,4
Lovefool,The Cardigans,"swedish pop, lilith, permanent wave, pop rock, new wave pop",1996,First Band On The Moon (Remastered),81,Happy,0.704,0.636,9,-6.029,1,0.0252,0.0344,0,0.35,0.89,111.845,audio_features,7aQjPecQdIuNd1sz3KCDhD,spotify:track:7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/tracks/7aQjPecQdIuNd1sz3KCDhD,https://api.spotify.com/v1/audio-analysis/7aQjPecQdIuNd1sz3KCDhD,193953,4
Last Friday Night (T.G.I.F.),Katy Perry,pop,2010,Teenage Dream,67,Happy,0.652,0.81,3,-3.789,0,0.0406,0.00129,2.91E-05,0.667,0.732,126.022,audio_features,3oHNJECGN3bBoGXejlw2b1,spotify:track:3oHNJECGN3bBoGXejlw2b1,https://api.spotify.com/v1/tracks/3oHNJECGN3bBoGXejlw2b1,https://api.spotify.com/v1/audio-analysis/3oHNJECGN3bBoGXejlw2b1,230733,4
Soak Up The Sun,Sheryl Crow,"lilith, permanent wave, singer-songwriter, pop rock, new wave pop",2002,"C'mon, C'mon",53,Happy,0.712,0.736,4,-5.026,1,0.0432,0.0383,0,0.107,0.695,119.971,audio_features,1v2ECI79z8S4PQv9xYwIfU,spotify:track:1v2ECI79z8S4PQv9xYwIfU,https://api.spotify.com/v1/tracks/1v2ECI79z8S4PQv9xYwIfU,https://api.spotify.com/v1/audio-analysis/1v2ECI79z8S4PQv9xYwIfU,292133,4
Galway Girl,Ed Sheeran,"singer-songwriter pop, uk pop, pop",2017,÷ (Deluxe),78,Happy,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4
Budapest,George Ezra,"folk-pop, neo-singer-songwriter",2014,Wanted on Voyage (Expanded Edition),84,Happy,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.11,0.389,127.812,audio_features,2ixsaeFioXJmMgkkbd4uj1,spotify:track:2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/tracks/2ixsaeFioXJmMgkkbd4uj1,https://api.spotify.com/v1/audio-analysis/2ixsaeFioXJmMgkkbd4uj1,200733,4
Style,Taylor Swift,pop,2014,1989,58,Happy,0.598,0.786,2,-5.572,1,0.0382,0.00256,0.00143,0.117,0.456,95.021,audio_features,71PmZqBXH0RUETqxpwlV0w,spotify:track:71PmZqBXH0RUETqxpwlV0w,https://api.spotify.com/v1/tracks/71PmZqBXH0RUETqxpwlV0w,https://api.spotify.com/v1/audio-analysis/71PmZqBXH0RUETqxpwlV0w,231000,4
Party In The U.S.A.,Miley Cyrus,pop,2009,The Time Of Our Lives (International Version),82,Happy,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,3E7dfMvvCLUddWissuqMwr,spotify:track:3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/tracks/3E7dfMvvCLUddWissuqMwr,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,202067,4
Fresh Eyes,Andy Grammer,"neo mellow, viral pop, post-teen pop",2017,The Good Parts,70,Happy,0.827,0.56,0,-6.685,1,0.0327,0.55,3.66E-05,0.15,0.873,122.056,audio_features,7gm2omqXDTaT4sS17hSu8T,spotify:track:7gm2omqXDTaT4sS17hSu8T,https://api.spotify.com/v1/tracks/7gm2omqXDTaT4sS17hSu8T,https://api.spotify.com/v1/audio-analysis/7gm2omqXDTaT4sS17hSu8T,198001,4
Good Time,"Owl City, Carly Rae Jepsen","canadian pop, indietronica, dance pop, pop",2012,The Midsummer Station,77,Happy,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98E-06,0.371,0.682,126.05,audio_features,1kPpge9JDLpcj15qgrPbYX,spotify:track:1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/tracks/1kPpge9JDLpcj15qgrPbYX,https://api.spotify.com/v1/audio-analysis/1kPpge9JDLpcj15qgrPbYX,205933,4
Born This Way,Lady Gaga,"art pop, dance pop, pop",2011,Born This Way (International Special Edition Version),73,Happy,0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.493,123.907,audio_features,30XU4suKzCeoCK9YFzdufg,spotify:track:30XU4suKzCeoCK9YFzdufg,https://api.spotify.com/v1/tracks/30XU4suKzCeoCK9YFzdufg,https://api.spotify.com/v1/audio-analysis/30XU4suKzCeoCK9YFzdufg,260253,4
